date,ticker,price,div_12m,yield_ttm
2024-02-07,AMAX.TO,15.8100004196167,0.0,0.0
2024-02-08,AMAX.TO,15.649999618530272,0.0,0.0
2024-02-09,AMAX.TO,15.470000267028809,0.0,0.0
2024-02-12,AMAX.TO,15.609999656677246,0.0,0.0
2024-02-13,AMAX.TO,14.979999542236328,0.0,0.0
2024-02-14,AMAX.TO,15.0600004196167,0.0,0.0
2024-02-15,AMAX.TO,15.380000114440918,0.0,0.0
2024-02-16,AMAX.TO,15.489999771118164,0.0,0.0
2024-02-20,AMAX.TO,15.579999923706056,0.0,0.0
2024-02-21,AMAX.TO,15.380000114440918,0.0,0.0
2024-02-22,AMAX.TO,14.970000267028809,0.0,0.0
2024-02-23,AMAX.TO,15.31999969482422,0.0,0.0
2024-02-26,AMAX.TO,15.0600004196167,0.0,0.0
2024-02-27,AMAX.TO,15.029999732971191,0.0,0.0
2024-02-28,AMAX.TO,14.760000228881836,0.147,0.0099593494390573
2024-02-29,AMAX.TO,15.079999923706056,0.147,0.0097480106593974
2024-03-01,AMAX.TO,15.59000015258789,0.147,0.0094291211392707
2024-03-04,AMAX.TO,16.100000381469727,0.147,0.0091304345662742
2024-03-05,AMAX.TO,16.18000030517578,0.147,0.0090852903107162
2024-03-06,AMAX.TO,16.399999618530273,0.147,0.0089634148426385
2024-03-07,AMAX.TO,16.540000915527344,0.147,0.0088875448526728
2024-03-08,AMAX.TO,16.639999389648438,0.147,0.0088341349394187
2024-03-11,AMAX.TO,16.899999618530273,0.147,0.0086982250484088
2024-03-12,AMAX.TO,16.549999237060547,0.147,0.008882175636046
2024-03-13,AMAX.TO,16.90999984741211,0.147,0.0086930810955918
2024-03-14,AMAX.TO,16.610000610351562,0.147,0.0088500899818382
2024-03-15,AMAX.TO,16.760000228881836,0.147,0.0087708829351136
2024-03-18,AMAX.TO,16.5,0.147,0.0089090909090909
2024-03-19,AMAX.TO,16.280000686645508,0.147,0.0090294836486453
2024-03-20,AMAX.TO,16.719999313354492,0.147,0.0087918663897664
2024-03-21,AMAX.TO,16.729999542236328,0.147,0.0087866111190789
2024-03-22,AMAX.TO,16.65999984741211,0.147,0.0088235294925788
2024-03-25,AMAX.TO,16.739999771118164,0.147,0.0087813621272338
2024-03-26,AMAX.TO,16.739999771118164,0.147,0.0087813621272338
2024-03-27,AMAX.TO,17.09000015258789,0.294,0.0172030425614408
2024-03-28,AMAX.TO,17.420000076293945,0.294,0.0168771526241317
2024-04-01,AMAX.TO,17.59000015258789,0.294,0.0167140419243683
2024-04-02,AMAX.TO,17.780000686645508,0.294,0.0165354324322845
2024-04-03,AMAX.TO,18.13999938964844,0.294,0.0162072772818157
2024-04-04,AMAX.TO,18.15999984741211,0.294,0.0161894274488056
2024-04-05,AMAX.TO,18.540000915527344,0.294,0.015857604394926
2024-04-08,AMAX.TO,18.530000686645508,0.294,0.0158661623910183
2024-04-09,AMAX.TO,18.790000915527344,0.294,0.0156466197804732
2024-04-10,AMAX.TO,18.75,0.294,0.01568
2024-04-11,AMAX.TO,19.059999465942383,0.294,0.0154249741992562
2024-04-12,AMAX.TO,18.96999931335449,0.294,0.015498155542527
2024-04-15,AMAX.TO,18.75,0.294,0.01568
2024-04-16,AMAX.TO,18.649999618530277,0.294,0.0157640753894647
2024-04-17,AMAX.TO,18.71999931335449,0.294,0.0157051287811888
2024-04-18,AMAX.TO,18.81999969482422,0.294,0.015621679318138
2024-04-19,AMAX.TO,18.8700008392334,0.294,0.0155802854755964
2024-04-22,AMAX.TO,18.100000381469727,0.294,0.0162430935803177
2024-04-23,AMAX.TO,18.280000686645508,0.294,0.0160831503805567
2024-04-24,AMAX.TO,18.3700008392334,0.294,0.0160043541953517
2024-04-25,AMAX.TO,18.729999542236328,0.294,0.0156967435763694
2024-04-26,AMAX.TO,18.8700008392334,0.294,0.0155802854755964
2024-04-29,AMAX.TO,18.8799991607666,0.4509999999999999,0.0238877129262376
2024-04-30,AMAX.TO,18.270000457763672,0.4509999999999999,0.0246852757909128
2024-05-01,AMAX.TO,18.31999969482422,0.4509999999999999,0.0246179043402176
2024-05-02,AMAX.TO,18.209999084472656,0.4509999999999999,0.0247666129969528
2024-05-03,AMAX.TO,18.239999771118164,0.4509999999999999,0.0247258775032513
2024-05-06,AMAX.TO,18.549999237060547,0.4509999999999999,0.024312669463563
2024-05-07,AMAX.TO,18.59000015258789,0.4509999999999999,0.0242603548304552
2024-05-08,AMAX.TO,18.61000061035156,0.4509999999999999,0.0242342818489289
2024-05-09,AMAX.TO,19.209999084472656,0.4509999999999999,0.0234773566628923
2024-05-10,AMAX.TO,19.25,0.4509999999999999,0.0234285714285714
2024-05-13,AMAX.TO,19.06999969482422,0.4509999999999999,0.0236497119673476
2024-05-14,AMAX.TO,19.290000915527344,0.4509999999999999,0.0233799885222903
2024-05-15,AMAX.TO,19.489999771118164,0.4509999999999999,0.0231400721034552
2024-05-16,AMAX.TO,19.420000076293945,0.4509999999999999,0.0232234808562404
2024-05-17,AMAX.TO,19.8799991607666,0.4509999999999999,0.0226861176578947
2024-05-21,AMAX.TO,20.13999938964844,0.4509999999999999,0.0223932479477534
2024-05-22,AMAX.TO,19.5,0.4509999999999999,0.0231282051282051
2024-05-23,AMAX.TO,19.26000022888184,0.4509999999999999,0.0234164067829911
2024-05-24,AMAX.TO,19.36000061035156,0.4509999999999999,0.0232954538110321
2024-05-27,AMAX.TO,19.709999084472656,0.4509999999999999,0.022881786958341
2024-05-28,AMAX.TO,19.76000022888184,0.4509999999999999,0.022823886375305
2024-05-29,AMAX.TO,19.440000534057617,0.4509999999999999,0.0231995878400248
2024-05-30,AMAX.TO,19.59000015258789,0.4509999999999999,0.0230219497951571
2024-05-31,AMAX.TO,19.25,0.616,0.032
2024-06-03,AMAX.TO,19.290000915527344,0.616,0.0319336428597136
2024-06-04,AMAX.TO,18.57999992370605,0.616,0.0331539290920045
2024-06-05,AMAX.TO,18.850000381469727,0.616,0.0326790444315084
2024-06-06,AMAX.TO,19.36000061035156,0.616,0.0318181808150683
2024-06-07,AMAX.TO,18.420000076293945,0.616,0.0334419108278276
2024-06-10,AMAX.TO,18.649999618530277,0.616,0.0330294912922118
2024-06-11,AMAX.TO,18.420000076293945,0.616,0.0334419108278276
2024-06-12,AMAX.TO,18.56999969482422,0.616,0.0331717829899421
2024-06-13,AMAX.TO,18.059999465942383,0.616,0.0341085281404163
2024-06-14,AMAX.TO,18.18000030517578,0.616,0.0338833877700555
2024-06-17,AMAX.TO,18.1200008392334,0.616,0.0339955834144465
2024-06-18,AMAX.TO,18.3700008392334,0.616,0.0335329325997845
2024-06-19,AMAX.TO,18.299999237060547,0.616,0.0336612035891508
2024-06-20,AMAX.TO,18.75,0.616,0.0328533333333333
2024-06-21,AMAX.TO,18.59000015258789,0.616,0.033136094402573
2024-06-24,AMAX.TO,18.65999984741211,0.616,0.0330117901949195
2024-06-25,AMAX.TO,18.440000534057617,0.616,0.033405638945741
2024-06-26,AMAX.TO,18.6200008392334,0.616,0.0330827052758264
2024-06-27,AMAX.TO,18.86000061035156,0.616,0.0326617168645212
2024-06-28,AMAX.TO,18.559999465942383,0.783,0.0421875012139308
2024-07-02,AMAX.TO,18.36000061035156,0.783,0.0426470574057898
2024-07-03,AMAX.TO,19.049999237060547,0.783,0.0411023638508459
2024-07-04,AMAX.TO,19.209999084472656,0.783,0.0407600227650658
2024-07-05,AMAX.TO,19.59000015258789,0.783,0.0399693718173128
2024-07-08,AMAX.TO,19.43000030517578,0.783,0.0402985068297412
2024-07-09,AMAX.TO,19.549999237060547,0.783,0.0400511524581383
2024-07-10,AMAX.TO,19.940000534057617,0.783,0.039267802358512
2024-07-11,AMAX.TO,20.399999618530277,0.783,0.0383823536589071
2024-07-12,AMAX.TO,20.459999084472656,0.783,0.0382697964338731
2024-07-15,AMAX.TO,20.440000534057617,0.783,0.0383072397036069
2024-07-16,AMAX.TO,20.93000030517578,0.783,0.0374104151258121
2024-07-17,AMAX.TO,20.61000061035156,0.783,0.0379912652504595
2024-07-18,AMAX.TO,20.3700008392334,0.783,0.0384388791232601
2024-07-19,AMAX.TO,20.200000762939453,0.783,0.0387623747735967
2024-07-22,AMAX.TO,20.229999542236328,0.783,0.0387048945980076
2024-07-23,AMAX.TO,20.38999938964844,0.783,0.0384011781970681
2024-07-24,AMAX.TO,20.32999992370605,0.783,0.0385145107200405
2024-07-25,AMAX.TO,19.850000381469727,0.783,0.0394458430706602
2024-07-26,AMAX.TO,19.924999237060547,0.783,0.0392973666239152
2024-07-29,AMAX.TO,20.1299991607666,0.783,0.0388971700270146
2024-07-30,AMAX.TO,20.280000686645508,0.783,0.0386094661483719
2024-07-31,AMAX.TO,20.489999771118164,0.95,0.0463640805569495
2024-08-01,AMAX.TO,20.32999992370605,0.95,0.0467289721379802
2024-08-02,AMAX.TO,19.88999938964844,0.95,0.0477626962871813
2024-08-06,AMAX.TO,19.280000686645508,0.95,0.0492738571663032
2024-08-07,AMAX.TO,18.799999237060547,0.95,0.0505319169442975
2024-08-08,AMAX.TO,19.030000686645508,0.95,0.049921175287538
2024-08-09,AMAX.TO,19.07999992370605,0.95,0.0497903565932234
2024-08-12,AMAX.TO,19.600000381469727,0.95,0.0484693868117549
2024-08-13,AMAX.TO,19.780000686645508,0.95,0.0480283097584214
2024-08-14,AMAX.TO,19.71999931335449,0.95,0.0481744438680915
2024-08-15,AMAX.TO,19.790000915527344,0.95,0.048004040224911
2024-08-16,AMAX.TO,20.209999084472656,0.95,0.0470064345886034
2024-08-19,AMAX.TO,20.549999237060547,0.95,0.0462287121785746
2024-08-20,AMAX.TO,20.790000915527344,0.95,0.0456950436827772
2024-08-21,AMAX.TO,20.799999237060547,0.95,0.0456730785983554
2024-08-22,AMAX.TO,20.350000381469727,0.95,0.0466830458079524
