Ticker,Ex-Div Date,Dividend,Price on Ex-Date,Frequency,Annualized Yield,Scraped At Date,Currency
AMHE.TO,2024-12-31,0.16,15.100000381469727,,,2026-02-20,CAD
AMHE.TO,2025-01-31,0.16,16.65999984741211,,,2026-02-20,CAD
AMHE.TO,2025-02-28,0.16,14.399999618530273,,,2026-02-20,CAD
AMHE.TO,2025-03-31,0.16,12.449999809265137,,,2026-02-20,CAD
AMHE.TO,2025-04-30,0.16,11.289999961853027,,,2026-02-20,CAD
AMHE.TO,2025-05-30,0.16,12.4399995803833,,,2026-02-20,CAD
AMHE.TO,2025-06-30,0.16,13.1899995803833,,,2026-02-20,CAD
AMHE.TO,2025-07-31,0.16,14.25,,,2026-02-20,CAD
AMHE.TO,2025-08-29,0.16,13.770000457763672,,,2026-02-20,CAD
AMHE.TO,2025-09-29,0.16,13.34000015258789,,,2026-02-20,CAD
AMHE.TO,2025-10-31,0.16,14.640000343322754,,,2026-02-20,CAD
AMHE.TO,2025-11-28,0.16,14.029999732971191,,,2026-02-20,CAD
AMHE.TO,2025-12-31,0.16,13.420000076293945,,,2026-02-20,CAD
AMHE.TO,2026-01-30,0.16,13.680000305175781,,,2026-02-20,CAD
AMZH.TO,2024-09-27,0.14,12.319999694824219,,,2026-02-20,CAD
AMZH.TO,2024-10-31,0.14,12.479999542236328,,,2026-02-20,CAD
AMZH.TO,2024-11-29,0.14,13.720000267028809,,,2026-02-20,CAD
AMZH.TO,2024-12-31,0.14,14.59000015258789,,,2026-02-20,CAD
AMZH.TO,2025-01-31,0.14,15.619999885559082,,,2026-02-20,CAD
AMZH.TO,2025-02-28,0.14,13.970000267028809,,,2026-02-20,CAD
AMZH.TO,2025-03-31,0.14,12.470000267028809,,,2026-02-20,CAD
AMZH.TO,2025-04-30,0.14,11.479999542236328,,,2026-02-20,CAD
AMZH.TO,2025-05-30,0.14,12.399999618530273,,,2026-02-20,CAD
AMZH.TO,2025-06-30,0.14,12.979999542236328,,,2026-02-20,CAD
AMZH.TO,2025-07-31,0.14,13.8100004196167,,,2026-02-20,CAD
AMZH.TO,2025-08-29,0.14,13.449999809265137,,,2026-02-20,CAD
AMZH.TO,2025-09-29,0.14,13.109999656677246,,,2026-02-20,CAD
AMZH.TO,2025-10-31,0.14,14.260000228881836,,,2026-02-20,CAD
AMZH.TO,2025-11-28,0.14,13.699999809265137,,,2026-02-20,CAD
AMZH.TO,2025-12-31,0.14,13.140000343322754,,,2026-02-20,CAD
AMZH.TO,2026-01-30,0.14,13.260000228881836,,,2026-02-20,CAD
BANK.TO,2022-02-25,0.07,9.630000114440918,,,2026-02-20,CAD
BANK.TO,2022-03-30,0.07,9.550000190734863,,,2026-02-20,CAD
BANK.TO,2022-04-28,0.07,8.6899995803833,,,2026-02-20,CAD
BANK.TO,2022-05-30,0.07,8.600000381469727,,,2026-02-20,CAD
BANK.TO,2022-06-29,0.07,7.670000076293945,,,2026-02-20,CAD
BANK.TO,2022-07-28,0.07,7.710000038146973,,,2026-02-20,CAD
BANK.TO,2022-08-30,0.07,7.579999923706055,,,2026-02-20,CAD
BANK.TO,2022-09-28,0.07,7.25,,,2026-02-20,CAD
BANK.TO,2022-10-28,0.07,7.46999979019165,,,2026-02-20,CAD
BANK.TO,2022-11-29,0.07,7.820000171661377,,,2026-02-20,CAD
BANK.TO,2022-12-29,0.07,7.409999847412109,,,2026-02-20,CAD
BANK.TO,2023-01-30,0.07,8.020000457763672,,,2026-02-20,CAD
BANK.TO,2023-02-27,0.07,8.0600004196167,,,2026-02-20,CAD
BANK.TO,2023-03-30,0.07,7.400000095367432,,,2026-02-20,CAD
BANK.TO,2023-04-27,0.07,7.71999979019165,,,2026-02-20,CAD
BANK.TO,2023-05-30,0.07,7.449999809265137,,,2026-02-20,CAD
BANK.TO,2023-06-29,0.093,7.400000095367432,,,2026-02-20,CAD
BANK.TO,2023-07-28,0.093,7.679999828338623,,,2026-02-20,CAD
BANK.TO,2023-08-30,0.093,7.210000038146973,,,2026-02-20,CAD
BANK.TO,2023-09-28,0.093,6.929999828338623,,,2026-02-20,CAD
BANK.TO,2023-10-30,0.093,6.369999885559082,,,2026-02-20,CAD
BANK.TO,2023-11-29,0.093,6.829999923706055,,,2026-02-20,CAD
BANK.TO,2023-12-28,0.1,7.364999771118164,,,2026-02-20,CAD
BANK.TO,2024-01-30,0.1,7.329999923706055,,,2026-02-20,CAD
BANK.TO,2024-02-28,0.1,7.25,,,2026-02-20,CAD
BANK.TO,2024-03-27,0.1,7.539999961853027,,,2026-02-20,CAD
BANK.TO,2024-04-29,0.1,7.099999904632568,,,2026-02-20,CAD
BANK.TO,2024-05-31,0.1,7.239999771118164,,,2026-02-20,CAD
BANK.TO,2024-06-28,0.1,6.929999828338623,,,2026-02-20,CAD
BANK.TO,2024-07-31,0.1,7.21999979019165,,,2026-02-20,CAD
BANK.TO,2024-08-30,0.1,7.46999979019165,,,2026-02-20,CAD
BANK.TO,2024-09-27,0.1,7.820000171661377,,,2026-02-20,CAD
BANK.TO,2024-10-31,0.11,7.789999961853027,,,2026-02-20,CAD
BANK.TO,2024-11-29,0.11,8.329999923706055,,,2026-02-20,CAD
BANK.TO,2024-12-31,0.11,8.050000190734863,,,2026-02-20,CAD
BANK.TO,2025-01-31,0.11,7.989999771118164,,,2026-02-20,CAD
BANK.TO,2025-02-28,0.11,7.965000152587891,,,2026-02-20,CAD
BANK.TO,2025-03-31,0.11,7.760000228881836,,,2026-02-20,CAD
BANK.TO,2025-04-30,0.11,7.670000076293945,,,2026-02-20,CAD
BANK.TO,2025-05-30,0.11,8.020000457763672,,,2026-02-20,CAD
BANK.TO,2025-06-30,0.11,8.15999984741211,,,2026-02-20,CAD
BANK.TO,2025-07-31,0.11,8.125,,,2026-02-20,CAD
BANK.TO,2025-08-29,0.11,8.420000076293945,,,2026-02-20,CAD
BANK.TO,2025-09-29,0.11,8.710000038146973,,,2026-02-20,CAD
BANK.TO,2025-10-31,0.11,8.989999771118164,,,2026-02-20,CAD
BANK.TO,2025-11-28,0.11,9.399999618530273,,,2026-02-20,CAD
BANK.TO,2025-12-31,0.12,9.6899995803833,,,2026-02-20,CAD
BANK.TO,2026-01-30,0.12,9.430000305175781,,,2026-02-20,CAD
BASE.TO,2021-02-25,0.1,27.5,,,2026-02-20,CAD
BASE.TO,2021-03-30,0.15,29.110000610351562,,,2026-02-20,CAD
BASE.TO,2021-04-29,0.15,30.75,,,2026-02-20,CAD
BASE.TO,2021-05-28,0.15,32.13999938964844,,,2026-02-20,CAD
BASE.TO,2021-06-29,0.15,29.860000610351562,,,2026-02-20,CAD
BASE.TO,2021-07-29,0.15,31.479999542236328,,,2026-02-20,CAD
BASE.TO,2021-08-30,0.15,30.59000015258789,,,2026-02-20,CAD
BASE.TO,2021-09-28,0.15,27.09000015258789,,,2026-02-20,CAD
BASE.TO,2021-10-28,0.16,28.200000762939453,,,2026-02-20,CAD
BASE.TO,2021-11-29,0.16,27.510000228881836,,,2026-02-20,CAD
BASE.TO,2021-12-30,0.16,29.049999237060547,,,2026-02-20,CAD
BASE.TO,2022-01-28,0.16,27.739999771118164,,,2026-02-20,CAD
BASE.TO,2022-02-25,0.16,31.09000015258789,,,2026-02-20,CAD
BASE.TO,2022-03-30,0.16,33.459999084472656,,,2026-02-20,CAD
BASE.TO,2022-04-28,0.2,30.950000762939453,,,2026-02-20,CAD
BASE.TO,2022-05-30,0.2,30.700000762939453,,,2026-02-20,CAD
BASE.TO,2022-06-29,0.2,25.25,,,2026-02-20,CAD
BASE.TO,2022-07-28,0.2,24.68000030517578,,,2026-02-20,CAD
BASE.TO,2022-08-30,0.2,24.56999969482422,,,2026-02-20,CAD
BASE.TO,2022-09-28,0.2,22.260000228881836,,,2026-02-20,CAD
BASE.TO,2022-10-28,0.2,23.940000534057617,,,2026-02-20,CAD
BASE.TO,2022-11-29,0.2,26.43000030517578,,,2026-02-20,CAD
BASE.TO,2022-12-29,0.2,25.850000381469727,,,2026-02-20,CAD
BASE.TO,2023-01-30,0.2,28.520000457763672,,,2026-02-20,CAD
BASE.TO,2023-02-27,0.2,27.049999237060547,,,2026-02-20,CAD
BASE.TO,2023-03-30,0.2,27.020000457763672,,,2026-02-20,CAD
BASE.TO,2023-04-27,0.2,26.040000915527344,,,2026-02-20,CAD
BASE.TO,2023-05-30,0.2,24.5,,,2026-02-20,CAD
BASE.TO,2023-06-29,0.2,25.6299991607666,,,2026-02-20,CAD
BASE.TO,2023-07-28,0.2,27.270000457763672,,,2026-02-20,CAD
BASE.TO,2023-08-30,0.2,26.260000228881836,,,2026-02-20,CAD
BASE.TO,2023-09-28,0.2,24.84000015258789,,,2026-02-20,CAD
BASE.TO,2023-10-30,0.2,24.329999923706055,,,2026-02-20,CAD
BASE.TO,2023-11-29,0.2,25.479999542236328,,,2026-02-20,CAD
BASE.TO,2023-12-28,0.2,27.350000381469727,,,2026-02-20,CAD
BASE.TO,2024-01-30,0.2,25.639999389648438,,,2026-02-20,CAD
BASE.TO,2024-02-28,0.2,25.18000030517578,,,2026-02-20,CAD
BASE.TO,2024-03-27,0.2,26.649999618530273,,,2026-02-20,CAD
BASE.TO,2024-04-29,0.2,26.649999618530273,,,2026-02-20,CAD
BASE.TO,2024-05-31,0.2,26.469999313354492,,,2026-02-20,CAD
BASE.TO,2024-06-28,0.2,25.079999923706055,,,2026-02-20,CAD
BASE.TO,2024-07-31,0.2,25.700000762939453,,,2026-02-20,CAD
BASE.TO,2024-08-30,0.2,24.639999389648438,,,2026-02-20,CAD
BASE.TO,2024-09-27,0.2,25.649999618530273,,,2026-02-20,CAD
BASE.TO,2024-10-31,0.2,24.6200008392334,,,2026-02-20,CAD
BASE.TO,2024-11-29,0.2,24.299999237060547,,,2026-02-20,CAD
BASE.TO,2024-12-31,0.2,21.43000030517578,,,2026-02-20,CAD
BASE.TO,2025-01-31,0.2,22.5,,,2026-02-20,CAD
BASE.TO,2025-02-28,0.2,22.520000457763672,,,2026-02-20,CAD
BASE.TO,2025-03-31,0.2,22.0,,,2026-02-20,CAD
BASE.TO,2025-04-30,0.2,21.31999969482422,,,2026-02-20,CAD
BASE.TO,2025-05-30,0.2,21.200000762939453,,,2026-02-20,CAD
BASE.TO,2025-06-30,0.2,21.75,,,2026-02-20,CAD
BASE.TO,2025-07-31,0.2,21.350000381469727,,,2026-02-20,CAD
BASE.TO,2025-08-29,0.2,22.610000610351562,,,2026-02-20,CAD
BASE.TO,2025-09-29,0.2,23.209999084472656,,,2026-02-20,CAD
BASE.TO,2025-10-31,0.2,23.700000762939453,,,2026-02-20,CAD
BASE.TO,2025-11-28,0.2,24.649999618530273,,,2026-02-20,CAD
BASE.TO,2025-12-31,0.2,25.139999389648438,,,2026-02-20,CAD
BASE.TO,2026-01-30,0.2,28.280000686645508,,,2026-02-20,CAD
BEPR.TO,2021-02-25,0.07,11.8100004196167,,,2026-02-20,CAD
BEPR.TO,2021-03-30,0.07,11.859999656677246,,,2026-02-20,CAD
BEPR.TO,2021-04-29,0.07,12.119999885559082,,,2026-02-20,CAD
BEPR.TO,2021-05-28,0.07,12.079999923706055,,,2026-02-20,CAD
BEPR.TO,2021-06-29,0.07,12.1899995803833,,,2026-02-20,CAD
BEPR.TO,2021-07-29,0.07,12.300000190734863,,,2026-02-20,CAD
BEPR.TO,2021-08-30,0.07,12.449999809265137,,,2026-02-20,CAD
BEPR.TO,2021-09-28,0.07,12.329999923706055,,,2026-02-20,CAD
BEPR.TO,2021-10-28,0.07,12.430000305175781,,,2026-02-20,CAD
BEPR.TO,2021-11-29,0.07,12.3100004196167,,,2026-02-20,CAD
BEPR.TO,2021-12-30,0.07,12.260000228881836,,,2026-02-20,CAD
BEPR.TO,2022-01-28,0.07,11.960000038146973,,,2026-02-20,CAD
BEPR.TO,2022-02-25,0.07,11.399999618530273,,,2026-02-20,CAD
BEPR.TO,2022-03-30,0.07,10.989999771118164,,,2026-02-20,CAD
BEPR.TO,2022-04-28,0.07,10.550000190734863,,,2026-02-20,CAD
BEPR.TO,2022-05-30,0.07,10.180000305175781,,,2026-02-20,CAD
BEPR.TO,2022-06-29,0.07,9.529999732971191,,,2026-02-20,CAD
BEPR.TO,2022-07-28,0.07,9.9399995803833,,,2026-02-20,CAD
BEPR.TO,2022-08-30,0.07,9.75,,,2026-02-20,CAD
BEPR.TO,2022-09-28,0.07,9.289999961853027,,,2026-02-20,CAD
BEPR.TO,2022-10-28,0.07,8.920000076293945,,,2026-02-20,CAD
BEPR.TO,2022-11-29,0.07,8.979999542236328,,,2026-02-20,CAD
BEPR.TO,2022-12-29,0.07,9.130000114440918,,,2026-02-20,CAD
BEPR.TO,2023-01-30,0.07,9.680000305175781,,,2026-02-20,CAD
BEPR.TO,2023-02-27,0.07,9.489999771118164,,,2026-02-20,CAD
BEPR.TO,2023-03-30,0.07,8.329999923706055,,,2026-02-20,CAD
BEPR.TO,2023-04-27,0.07,8.539999961853027,,,2026-02-20,CAD
BEPR.TO,2023-05-30,0.07,8.460000038146973,,,2026-02-20,CAD
BEPR.TO,2023-06-29,0.07,8.399999618530273,,,2026-02-20,CAD
BEPR.TO,2023-07-28,0.07,8.569999694824219,,,2026-02-20,CAD
BEPR.TO,2023-08-30,0.07,8.479999542236328,,,2026-02-20,CAD
BEPR.TO,2023-09-28,0.07,8.390000343322754,,,2026-02-20,CAD
BEPR.TO,2023-10-30,0.07,8.09000015258789,,,2026-02-20,CAD
BEPR.TO,2023-11-29,0.07,8.479999542236328,,,2026-02-20,CAD
BEPR.TO,2023-12-28,0.07,8.850000381469727,,,2026-02-20,CAD
BEPR.TO,2024-01-30,0.07,8.960000038146973,,,2026-02-20,CAD
BEPR.TO,2024-02-28,0.07,8.989999771118164,,,2026-02-20,CAD
BEPR.TO,2024-03-27,0.07,9.0600004196167,,,2026-02-20,CAD
BEPR.TO,2024-04-29,0.07,8.899999618530273,,,2026-02-20,CAD
BEPR.TO,2024-05-31,0.07,9.010000228881836,,,2026-02-20,CAD
BEPR.TO,2024-06-28,0.07,8.979999542236328,,,2026-02-20,CAD
BEPR.TO,2024-07-31,0.07,9.130000114440918,,,2026-02-20,CAD
BEPR.TO,2024-08-30,0.07,9.149999618530273,,,2026-02-20,CAD
BEPR.TO,2024-09-27,0.07,9.329999923706055,,,2026-02-20,CAD
BEPR.TO,2024-10-31,0.07,9.220000267028809,,,2026-02-20,CAD
BEPR.TO,2024-11-29,0.07,9.270000457763672,,,2026-02-20,CAD
BEPR.TO,2024-12-31,0.07,9.140000343322754,,,2026-02-20,CAD
BEPR.TO,2025-01-31,0.07,9.050000190734863,,,2026-02-20,CAD
BEPR.TO,2025-02-28,0.07,9.149999618530273,,,2026-02-20,CAD
BEPR.TO,2025-03-31,0.07,9.0,,,2026-02-20,CAD
BEPR.TO,2025-04-30,0.07,8.65999984741211,,,2026-02-20,CAD
BEPR.TO,2025-05-30,0.07,8.779999732971191,,,2026-02-20,CAD
BEPR.TO,2025-06-30,0.07,8.899999618530273,,,2026-02-20,CAD
BEPR.TO,2025-07-31,0.068,8.960000038146973,,,2026-02-20,CAD
BEPR.TO,2025-08-29,0.068,8.949999809265137,,,2026-02-20,CAD
BEPR.TO,2025-09-29,0.068,9.029999732971191,,,2026-02-20,CAD
BEPR.TO,2025-10-31,0.068,9.020000457763672,,,2026-02-20,CAD
BEPR.TO,2025-11-28,0.068,8.920000076293945,,,2026-02-20,CAD
BEPR.TO,2025-12-31,0.068,8.890000343322754,,,2026-02-20,CAD
BEPR.TO,2026-01-30,0.06,8.850000381469727,,,2026-02-20,CAD
BK.TO,2021-02-25,0.061983,8.429752349853516,,,2026-02-20,CAD
BK.TO,2021-03-30,0.071074,9.165288925170898,,,2026-02-20,CAD
BK.TO,2021-04-29,0.076033,9.39669418334961,,,2026-02-20,CAD
BK.TO,2021-05-28,0.077686,10.115701675415039,,,2026-02-20,CAD
BK.TO,2021-06-29,0.084298,10.165288925170898,,,2026-02-20,CAD
BK.TO,2021-07-29,0.085124,10.115701675415039,,,2026-02-20,CAD
BK.TO,2021-08-30,0.084298,10.231405258178711,,,2026-02-20,CAD
BK.TO,2021-09-28,0.08595,10.099173545837402,,,2026-02-20,CAD
BK.TO,2021-10-28,0.083471,10.66115665435791,,,2026-02-20,CAD
BK.TO,2021-11-29,0.133884,11.305785179138184,,,2026-02-20,CAD
BK.TO,2021-12-30,0.140496,11.520661354064941,,,2026-02-20,CAD
BK.TO,2022-01-28,0.145455,12.388429641723633,,,2026-02-20,CAD
BK.TO,2022-02-25,0.155372,12.487603187561035,,,2026-02-20,CAD
BK.TO,2022-03-30,0.153719,12.512396812438965,,,2026-02-20,CAD
BK.TO,2022-04-28,0.156198,12.0,,,2026-02-20,CAD
BK.TO,2022-05-30,0.14876,12.297520637512207,,,2026-02-20,CAD
BK.TO,2022-06-29,0.153719,11.33884334564209,,,2026-02-20,CAD
BK.TO,2022-07-28,0.142975,10.975207328796387,,,2026-02-20,CAD
BK.TO,2022-08-30,0.13719,10.966941833496094,,,2026-02-20,CAD
BK.TO,2022-09-28,0.138017,10.694214820861816,,,2026-02-20,CAD
BK.TO,2022-10-28,0.133058,10.801652908325195,,,2026-02-20,CAD
BK.TO,2022-11-29,0.134711,11.107438087463379,,,2026-02-20,CAD
BK.TO,2022-12-29,0.138843,10.933883666992188,,,2026-02-20,CAD
BK.TO,2023-01-30,0.13719,11.206611633300781,,,2026-02-20,CAD
BK.TO,2023-02-27,0.140496,11.421487808227539,,,2026-02-20,CAD
BK.TO,2023-03-30,0.142149,10.900826454162598,,,2026-02-20,CAD
BK.TO,2023-04-27,0.13719,10.892561912536621,,,2026-02-20,CAD
BK.TO,2023-05-30,0.13719,10.727272987365723,,,2026-02-20,CAD
BK.TO,2023-06-29,0.134711,10.793388366699219,,,2026-02-20,CAD
BK.TO,2023-07-28,0.135537,10.867769241333008,,,2026-02-20,CAD
BK.TO,2023-08-30,0.136364,10.595041275024414,,,2026-02-20,CAD
BK.TO,2023-09-28,0.133058,9.140496253967285,,,2026-02-20,CAD
BK.TO,2023-10-30,0.115702,7.859504222869873,,,2026-02-20,CAD
BK.TO,2023-11-29,0.099174,8.132230758666992,,,2026-02-20,CAD
BK.TO,2023-12-28,0.101653,8.644627571105957,,,2026-02-20,CAD
BK.TO,2024-01-30,0.108264,8.694214820861816,,,2026-02-20,CAD
BK.TO,2024-02-28,0.109917,8.520661354064941,,,2026-02-20,CAD
BK.TO,2024-03-27,0.106612,8.917354583740234,,,2026-02-20,CAD
BK.TO,2024-04-29,0.11157,8.933883666992188,,,2026-02-20,CAD
BK.TO,2024-05-31,0.11157,9.190082550048828,,,2026-02-20,CAD
BK.TO,2024-06-28,0.114876,8.909090995788574,,,2026-02-20,CAD
BK.TO,2024-07-31,0.112397,9.148759841918945,,,2026-02-20,CAD
BK.TO,2024-08-30,0.114876,9.148759841918945,,,2026-02-20,CAD
BK.TO,2024-09-27,0.114876,9.33884334564209,,,2026-02-20,CAD
BK.TO,2024-10-31,0.117355,9.438016891479492,,,2026-02-20,CAD
BK.TO,2024-11-29,0.119008,9.917354583740234,,,2026-02-20,CAD
BK.TO,2024-12-31,0.124793,9.462809562683105,,,2026-02-20,CAD
BK.TO,2025-01-31,0.119835,9.735536575317383,,,2026-02-20,CAD
BK.TO,2025-02-28,0.123967,9.570247650146484,,,2026-02-20,CAD
BK.TO,2025-03-31,0.120661,9.066116333007812,,,2026-02-20,CAD
BK.TO,2025-04-30,0.113223,9.0,,,2026-02-20,CAD
BK.TO,2025-05-30,0.113223,9.677685737609863,,,2026-02-20,CAD
BK.TO,2025-06-30,0.121488,9.99173641204834,,,2026-02-20,CAD
BK.TO,2025-07-31,0.124793,10.429752349853516,,,2026-02-20,CAD
BK.TO,2025-08-29,0.131405,10.776860237121582,,,2026-02-20,CAD
BK.TO,2025-09-29,0.149091,12.818181991577148,,,2026-02-20,CAD
BK.TO,2025-10-31,0.16,12.609090805053711,,,2026-02-20,CAD
BK.TO,2025-11-28,0.159091,12.645455360412598,,,2026-02-20,CAD
BK.TO,2025-12-31,0.161,14.729999542236328,,,2026-02-20,CAD
BK.TO,2026-01-30,0.184,14.380000114440918,,,2026-02-20,CAD
BKCC.TO,2021-02-25,0.082,16.600000381469727,,,2026-02-20,CAD
BKCC.TO,2021-03-30,0.082,17.360000610351562,,,2026-02-20,CAD
BKCC.TO,2021-04-29,0.084,17.5,,,2026-02-20,CAD
BKCC.TO,2021-05-28,0.084,18.1200008392334,,,2026-02-20,CAD
BKCC.TO,2021-06-29,0.084,18.100000381469727,,,2026-02-20,CAD
BKCC.TO,2021-07-29,0.086,18.040000915527344,,,2026-02-20,CAD
BKCC.TO,2021-08-30,0.086,18.479999542236328,,,2026-02-20,CAD
BKCC.TO,2021-09-28,0.088,18.420000076293945,,,2026-02-20,CAD
BKCC.TO,2021-10-28,0.092,19.100000381469727,,,2026-02-20,CAD
BKCC.TO,2021-11-29,0.094,18.84000015258789,,,2026-02-20,CAD
BKCC.TO,2021-12-30,0.102,19.020000457763672,,,2026-02-20,CAD
BKCC.TO,2022-01-28,0.114,19.020000457763672,,,2026-02-20,CAD
BKCC.TO,2022-02-25,0.114,18.899999618530273,,,2026-02-20,CAD
BKCC.TO,2022-03-30,0.11,18.780000686645508,,,2026-02-20,CAD
BKCC.TO,2022-04-28,0.106,17.420000076293945,,,2026-02-20,CAD
BKCC.TO,2022-05-30,0.102,17.15999984741211,,,2026-02-20,CAD
BKCC.TO,2022-06-29,0.1,15.84000015258789,,,2026-02-20,CAD
BKCC.TO,2022-07-28,0.094,15.84000015258789,,,2026-02-20,CAD
BKCC.TO,2022-08-30,0.096,15.579999923706055,,,2026-02-20,CAD
BKCC.TO,2022-09-28,0.094,15.0,,,2026-02-20,CAD
BKCC.TO,2022-10-28,0.102,15.520000457763672,,,2026-02-20,CAD
BKCC.TO,2022-11-29,0.102,16.040000915527344,,,2026-02-20,CAD
BKCC.TO,2022-12-29,0.1,15.050000190734863,,,2026-02-20,CAD
BKCC.TO,2023-01-30,0.1,15.899999618530273,,,2026-02-20,CAD
BKCC.TO,2023-02-27,0.1,15.949999809265137,,,2026-02-20,CAD
BKCC.TO,2023-03-30,0.1,14.720000267028809,,,2026-02-20,CAD
BKCC.TO,2023-04-27,0.1,14.979999542236328,,,2026-02-20,CAD
BKCC.TO,2023-05-30,0.1,14.4399995803833,,,2026-02-20,CAD
BKCC.TO,2023-06-29,0.15,14.430000305175781,,,2026-02-20,CAD
BKCC.TO,2023-07-28,0.15,14.880000114440918,,,2026-02-20,CAD
BKCC.TO,2023-08-30,0.15,14.180000305175781,,,2026-02-20,CAD
BKCC.TO,2023-09-28,0.15,13.640000343322754,,,2026-02-20,CAD
BKCC.TO,2023-10-30,0.15,12.729999542236328,,,2026-02-20,CAD
BKCC.TO,2023-11-29,0.15,13.180000305175781,,,2026-02-20,CAD
BKCC.TO,2023-12-28,0.15,14.130000114440918,,,2026-02-20,CAD
BKCC.TO,2024-01-30,0.15,13.960000038146973,,,2026-02-20,CAD
BKCC.TO,2024-02-28,0.15,13.819999694824219,,,2026-02-20,CAD
BKCC.TO,2024-03-27,0.15,14.34000015258789,,,2026-02-20,CAD
BKCC.TO,2024-04-29,0.15,13.760000228881836,,,2026-02-20,CAD
BKCC.TO,2024-05-31,0.15,13.84000015258789,,,2026-02-20,CAD
BKCC.TO,2024-06-28,0.15,13.279999732971191,,,2026-02-20,CAD
BKCC.TO,2024-07-31,0.15,13.800000190734863,,,2026-02-20,CAD
BKCC.TO,2024-08-30,0.15,14.09000015258789,,,2026-02-20,CAD
BKCC.TO,2024-09-27,0.15,14.520000457763672,,,2026-02-20,CAD
BKCC.TO,2024-10-31,0.15,14.40999984741211,,,2026-02-20,CAD
BKCC.TO,2024-11-29,0.15,14.90999984741211,,,2026-02-20,CAD
BKCC.TO,2024-12-31,0.15,14.630000114440918,,,2026-02-20,CAD
BKCC.TO,2025-01-31,0.145,14.739999771118164,,,2026-02-20,CAD
BKCC.TO,2025-02-28,0.145,14.369999885559082,,,2026-02-20,CAD
BKCC.TO,2025-03-31,0.145,13.720000267028809,,,2026-02-20,CAD
BKCC.TO,2025-04-30,0.145,13.779999732971191,,,2026-02-20,CAD
BKCC.TO,2025-05-30,0.145,14.329999923706055,,,2026-02-20,CAD
BKCC.TO,2025-06-30,0.145,14.539999961853027,,,2026-02-20,CAD
BKCC.TO,2025-07-31,0.145,14.65999984741211,,,2026-02-20,CAD
BKCC.TO,2025-08-29,0.145,15.170000076293945,,,2026-02-20,CAD
BKCC.TO,2025-09-29,0.145,15.630000114440918,,,2026-02-20,CAD
BKCC.TO,2025-10-31,0.145,15.869999885559082,,,2026-02-20,CAD
BKCC.TO,2025-11-28,0.145,16.209999084472656,,,2026-02-20,CAD
BKCC.TO,2025-12-31,0.145,16.68000030517578,,,2026-02-20,CAD
BKCC.TO,2026-01-30,0.145,16.43000030517578,,,2026-02-20,CAD
BKCL.TO,2023-07-28,0.257,20.420000076293945,,,2026-02-20,CAD
BKCL.TO,2023-08-30,0.257,19.1299991607666,,,2026-02-20,CAD
BKCL.TO,2023-09-28,0.257,18.260000228881836,,,2026-02-20,CAD
BKCL.TO,2023-10-30,0.245,16.68000030517578,,,2026-02-20,CAD
BKCL.TO,2023-11-29,0.245,17.360000610351562,,,2026-02-20,CAD
BKCL.TO,2023-12-28,0.245,19.0,,,2026-02-20,CAD
BKCL.TO,2024-01-30,0.245,18.68000030517578,,,2026-02-20,CAD
